  0.00000000E+00 -0.33216504E+01
  0.10081130E-01 -0.33235782E+01
  0.20162259E-01 -0.33293321E+01
  0.30243389E-01 -0.33388258E+01
  0.40324518E-01 -0.33519203E+01
  0.50405648E-01 -0.33684316E+01
  0.60486778E-01 -0.33881389E+01
  0.70567907E-01 -0.34107949E+01
  0.80649037E-01 -0.34361348E+01
  0.90730166E-01 -0.34638855E+01
  0.10081130E+00 -0.34937733E+01
  0.11089243E+00 -0.35255303E+01
  0.12097356E+00 -0.35588991E+01
  0.13105468E+00 -0.35936363E+01
  0.14113581E+00 -0.36295153E+01
  0.15121694E+00 -0.36663271E+01
  0.16129807E+00 -0.37038813E+01
  0.17137920E+00 -0.37420058E+01
  0.18146033E+00 -0.37805462E+01
  0.19154146E+00 -0.38193654E+01
  0.20162259E+00 -0.38583425E+01
  0.21170372E+00 -0.38973713E+01
  0.22178485E+00 -0.39363599E+01
  0.23186598E+00 -0.39752289E+01
  0.24194711E+00 -0.40139107E+01
  0.25202824E+00 -0.40523481E+01
  0.26210937E+00 -0.40904935E+01
  0.27219050E+00 -0.41283079E+01
  0.28227163E+00 -0.41657598E+01
  0.29235276E+00 -0.42028246E+01
  0.30243389E+00 -0.42394836E+01
  0.31251502E+00 -0.42757232E+01
  0.32259615E+00 -0.43115345E+01
  0.33267728E+00 -0.43469124E+01
  0.34275841E+00 -0.43818553E+01
  0.35283954E+00 -0.44163640E+01
  0.36292067E+00 -0.44504419E+01
  0.37300179E+00 -0.44840939E+01
  0.38308292E+00 -0.45173266E+01
  0.39316405E+00 -0.45501473E+01
  0.40324518E+00 -0.45825642E+01
  0.41332631E+00 -0.46145855E+01
  0.42340744E+00 -0.46462196E+01
  0.43348857E+00 -0.46774748E+01
  0.44356970E+00 -0.47083588E+01
  0.45365083E+00 -0.47388788E+01
  0.46373196E+00 -0.47690409E+01
  0.47381309E+00 -0.47988505E+01
  0.48389422E+00 -0.48283120E+01
  0.49397535E+00 -0.48574284E+01
  0.50405648E+00 -0.48862016E+01
  0.51413761E+00 -0.49146322E+01
  0.52421874E+00 -0.49427195E+01
  0.53429987E+00 -0.49704614E+01
  0.54438100E+00 -0.49978546E+01
  0.55446213E+00 -0.50248943E+01
  0.56454326E+00 -0.50515748E+01
  0.57462439E+00 -0.50778889E+01
  0.58470552E+00 -0.51038284E+01
  0.59478665E+00 -0.51293840E+01
  0.60486778E+00 -0.51545453E+01
  0.61494890E+00 -0.51793014E+01
  0.62503003E+00 -0.52036401E+01
  0.63511116E+00 -0.52275490E+01
  0.64519229E+00 -0.52510148E+01
  0.65527342E+00 -0.52740239E+01
  0.66535455E+00 -0.52965623E+01
  0.67543568E+00 -0.53186158E+01
  0.68551681E+00 -0.53401700E+01
  0.69559794E+00 -0.53612104E+01
  0.70567907E+00 -0.53817227E+01
  0.71576020E+00 -0.54016927E+01
  0.72584133E+00 -0.54211064E+01
  0.73592246E+00 -0.54399503E+01
  0.74600359E+00 -0.54582111E+01
  0.75608472E+00 -0.54758760E+01
  0.76616585E+00 -0.54929328E+01
  0.77624698E+00 -0.55093698E+01
  0.78632811E+00 -0.55251758E+01
  0.79640924E+00 -0.55403405E+01
  0.80649037E+00 -0.55548541E+01
  0.81657150E+00 -0.55687075E+01
  0.82665263E+00 -0.55818922E+01
  0.83673376E+00 -0.55944004E+01
  0.84681489E+00 -0.56062251E+01
  0.85689601E+00 -0.56173599E+01
  0.86697714E+00 -0.56277988E+01
  0.87705827E+00 -0.56375367E+01
  0.88713940E+00 -0.56465689E+01
  0.89722053E+00 -0.56548914E+01
  0.90730166E+00 -0.56625005E+01
  0.91738279E+00 -0.56693931E+01
  0.92746392E+00 -0.56755666E+01
  0.93754505E+00 -0.56810187E+01
  0.94762618E+00 -0.56857473E+01
  0.95770731E+00 -0.56897510E+01
  0.96778844E+00 -0.56930284E+01
  0.97786957E+00 -0.56955785E+01
  0.98795070E+00 -0.56974005E+01
  0.99803183E+00 -0.56984940E+01
  0.10081130E+01 -0.56988585E+01
  0.10182353E+01 -0.56984910E+01
  0.10283576E+01 -0.56973887E+01
  0.10384800E+01 -0.56955524E+01
  0.10486023E+01 -0.56929830E+01
  0.10587246E+01 -0.56896821E+01
  0.10688470E+01 -0.56856516E+01
  0.10789693E+01 -0.56808940E+01
  0.10890916E+01 -0.56754118E+01
  0.10992140E+01 -0.56692083E+01
  0.11093363E+01 -0.56622871E+01
  0.11194586E+01 -0.56546519E+01
  0.11295810E+01 -0.56463071E+01
  0.11397033E+01 -0.56372572E+01
  0.11498257E+01 -0.56275071E+01
  0.11599480E+01 -0.56170619E+01
  0.11700703E+01 -0.56059270E+01
  0.11801927E+01 -0.55941082E+01
  0.11903150E+01 -0.55816112E+01
  0.12004373E+01 -0.55684421E+01
  0.12105597E+01 -0.55546070E+01
  0.12206820E+01 -0.55401122E+01
  0.12308043E+01 -0.55249642E+01
  0.12409267E+01 -0.55091691E+01
  0.12510490E+01 -0.54927336E+01
  0.12611713E+01 -0.54756638E+01
  0.12712937E+01 -0.54579661E+01
  0.12814160E+01 -0.54396466E+01
  0.12915384E+01 -0.54207113E+01
  0.13016607E+01 -0.54011661E+01
  0.13117830E+01 -0.53810165E+01
  0.13219054E+01 -0.53602679E+01
  0.13320277E+01 -0.53389252E+01
  0.13421500E+01 -0.53169932E+01
  0.13522724E+01 -0.52944762E+01
  0.13623947E+01 -0.52713780E+01
  0.13725170E+01 -0.52477021E+01
  0.13826394E+01 -0.52234516E+01
  0.13927617E+01 -0.51986291E+01
  0.14028840E+01 -0.51732366E+01
  0.14130064E+01 -0.51472756E+01
  0.14231287E+01 -0.51207473E+01
  0.14332510E+01 -0.50936520E+01
  0.14433734E+01 -0.50659900E+01
  0.14534957E+01 -0.50377605E+01
  0.14636181E+01 -0.50089626E+01
  0.14737404E+01 -0.49795948E+01
  0.14838627E+01 -0.49496549E+01
  0.14939851E+01 -0.49191406E+01
  0.15041074E+01 -0.48880489E+01
  0.15142297E+01 -0.48563765E+01
  0.15243521E+01 -0.48241196E+01
  0.15344744E+01 -0.47912741E+01
  0.15445967E+01 -0.47578358E+01
  0.15547191E+01 -0.47238000E+01
  0.15648414E+01 -0.46891619E+01
  0.15749637E+01 -0.46539165E+01
  0.15850861E+01 -0.46180588E+01
  0.15952084E+01 -0.45815836E+01
  0.16053307E+01 -0.45444857E+01
  0.16154531E+01 -0.45067602E+01
  0.16255754E+01 -0.44684021E+01
  0.16356978E+01 -0.44294065E+01
  0.16458201E+01 -0.43897688E+01
  0.16559424E+01 -0.43494849E+01
  0.16660648E+01 -0.43085507E+01
