    0.0000   -6.1066
    0.0333   -6.0986
    0.0667   -6.0748
    0.1000   -6.0355
    0.1333   -5.9814
    0.1667   -5.9134
    0.2000   -5.8321
    0.2333   -5.7383
    0.2667   -5.6326
    0.3000   -5.5150
    0.3333   -5.3854
    0.3667   -5.2434
    0.4000   -5.0883
    0.4333   -4.9193
    0.4667   -4.7357
    0.5000   -4.5370
    0.5333   -4.3228
    0.5667   -4.0935
    0.6000   -3.8499
    0.6333   -3.5932
    0.6667   -3.3253
    0.7000   -3.0487
    0.7333   -2.7662
    0.7667   -2.4815
    0.8000   -2.1989
    0.8333   -1.9240
    0.8667   -1.6644
    0.9000   -1.4307
    0.9333   -1.2386
    0.9667   -1.1089
    1.0000   -1.0625
    1.0167   -1.0613
    1.0333   -1.0577
    1.0500   -1.0519
    1.0667   -1.0439
    1.0833   -1.0341
    1.1000   -1.0227
    1.1167   -1.0100
    1.1333   -0.9963
    1.1500   -0.9821
    1.1667   -0.9677
    1.1833   -0.9536
    1.2000   -0.9401
    1.2167   -0.9276
    1.2333   -0.9164
    1.2500   -0.9068
    1.2667   -0.8989
    1.2833   -0.8930
    1.3000   -0.8889
    1.3167   -0.8867
    1.3333   -0.8863
    1.3500   -0.8874
    1.3667   -0.8897
    1.3833   -0.8930
    1.4000   -0.8968
    1.4167   -0.9008
    1.4333   -0.9047
    1.4500   -0.9081
    1.4667   -0.9108
    1.4833   -0.9124
    1.5000   -0.9130
    1.5236   -0.9190
    1.5471   -0.9368
    1.5707   -0.9662
    1.5943   -1.0067
    1.6179   -1.0578
    1.6414   -1.1183
    1.6650   -1.1870
    1.6886   -1.2624
    1.7121   -1.3429
    1.7357   -1.4266
    1.7593   -1.5121
    1.7828   -1.5976
    1.8064   -1.6819
    1.8300   -1.7641
    1.8536   -1.8432
    1.8771   -1.9188
    1.9007   -1.9908
    1.9243   -2.0588
    1.9478   -2.1231
    1.9714   -2.1835
    1.9950   -2.2400
    2.0185   -2.2924
    2.0421   -2.3405
    2.0657   -2.3838
    2.0893   -2.4219
    2.1128   -2.4541
    2.1364   -2.4799
    2.1600   -2.4988
    2.1835   -2.5102
    2.2071   -2.5141
    2.2071   -2.5080
    2.2444   -2.4900
    2.2816   -2.4617
    2.3189   -2.4250
    2.3562   -2.3817
    2.3934   -2.3333
    2.4307   -2.2802
    2.4680   -2.2219
    2.5052   -2.1571
    2.5425   -2.0847
    2.5798   -2.0039
    2.6171   -1.9150
    2.6543   -1.8200
    2.6916   -1.7222
    2.7289   -1.6268
    2.7661   -1.5399
    2.8034   -1.4688
    2.8407   -1.4212
    2.8779   -1.4049
    2.9152   -1.4266
    2.9525   -1.4905
    2.9897   -1.5965
    3.0270   -1.7406
    3.0643   -1.9150
    3.1015   -2.1108
    3.1388   -2.3185
    3.1761   -2.5293
    3.2133   -2.7361
    3.2506   -2.9332
    3.2879   -3.1171
    3.3586   -2.5766
    3.4293   -2.0415
    3.5000   -1.5741
    3.5707   -1.2348
    3.6414   -1.0383
    3.7121   -0.9559
    3.7828   -0.9526
    3.8536   -0.9942
    3.9243   -1.0420
    3.9950   -1.0625
    4.0657   -1.0420
    4.1364   -0.9942
    4.2071   -0.9526
    4.2778   -0.9559
    4.3485   -1.0383
    4.4192   -1.2348
    4.4900   -1.5741
    4.5607   -2.0415
    4.6314   -2.5766
    4.7021   -3.1171
    4.7728   -3.6300
    4.8435   -4.1081
    4.9142   -4.5505
    4.9849   -4.9493
    5.0556   -5.2934
    5.1264   -5.5770
    5.1971   -5.8010
    5.2678   -5.9668
    5.3385   -6.0709
    5.4092   -6.1066
    5.4645   -6.0847
    5.5197   -6.0201
    5.5750   -5.9160
    5.6303   -5.7756
    5.6856   -5.6009
    5.7409   -5.3912
    5.7961   -5.1443
    5.8514   -4.8580
    5.9067   -4.5332
    5.9620   -4.1745
    6.0172   -3.7901
    6.0725   -3.3893
    6.1278   -2.9810
    6.1831   -2.5737
    6.2384   -2.1796
    6.2936   -1.8222
    6.3489   -1.5415
    6.4042   -1.3823
    6.4595   -1.3602
    6.5147   -1.4448
    6.5700   -1.5870
    6.6253   -1.7462
    6.6806   -1.8996
    6.7358   -2.0383
    6.7911   -2.1622
    6.8464   -2.2729
    6.9017   -2.3692
    6.9570   -2.4462
    7.0122   -2.4965
    7.0675   -2.5141

    0.0000    9.3594
    0.0333    9.3363
    0.0667    9.2676
    0.1000    9.1559
    0.1333    9.0051
    0.1667    8.8199
    0.2000    8.6058
    0.2333    8.3681
    0.2667    8.1119
    0.3000    7.8412
    0.3333    7.5592
    0.3667    7.2679
    0.4000    6.9682
    0.4333    6.6602
    0.4667    6.3436
    0.5000    6.0178
    0.5333    5.6826
    0.5667    5.3381
    0.6000    4.9852
    0.6333    4.6252
    0.6667    4.2605
    0.7000    3.8941
    0.7333    3.5295
    0.7667    3.1709
    0.8000    2.8233
    0.8333    2.4927
    0.8667    2.1871
    0.9000    1.9175
    0.9333    1.6997
    0.9667    1.5545
    1.0000    1.5029
    1.0167    1.5043
    1.0333    1.5087
    1.0500    1.5159
    1.0667    1.5259
    1.0833    1.5388
    1.1000    1.5545
    1.1167    1.5730
    1.1333    1.5942
    1.1500    1.6180
    1.1667    1.6444
    1.1833    1.6734
    1.2000    1.7047
    1.2167    1.7383
    1.2333    1.7740
    1.2500    1.8117
    1.2667    1.8512
    1.2833    1.8921
    1.3000    1.9343
    1.3167    1.9774
    1.3333    2.0209
    1.3500    2.0643
    1.3667    2.1070
    1.3833    2.1483
    1.4000    2.1873
    1.4167    2.2230
    1.4333    2.2545
    1.4500    2.2804
    1.4667    2.2999
    1.4833    2.3120
    1.5000    2.3161
    1.5236    2.3155
    1.5471    2.3126
    1.5707    2.3046
    1.5943    2.2875
    1.6179    2.2578
    1.6414    2.2134
    1.6650    2.1544
    1.6886    2.0829
    1.7121    2.0017
    1.7357    1.9139
    1.7593    1.8222
    1.7828    1.7287
    1.8064    1.6352
    1.8300    1.5431
    1.8536    1.4535
    1.8771    1.3671
    1.9007    1.2846
    1.9243    1.2066
    1.9478    1.1335
    1.9714    1.0655
    1.9950    1.0031
    2.0185    0.9463
    2.0421    0.8955
    2.0657    0.8509
    2.0893    0.8127
    2.1128    0.7810
    2.1364    0.7562
    2.1600    0.7383
    2.1835    0.7275
    2.2071    0.7239
    2.2071    0.7362
    2.2444    0.7728
    2.2816    0.8333
    2.3189    0.9168
    2.3562    1.0222
    2.3934    1.1480
    2.4307    1.2923
    2.4680    1.4529
    2.5052    1.6268
    2.5425    1.8101
    2.5798    1.9969
    2.6171    2.1775
    2.6543    2.3347
    2.6916    2.4392
    2.7289    2.4561
    2.7661    2.3784
    2.8034    2.2446
    2.8407    2.1025
    2.8779    1.9857
    2.9152    1.9139
    2.9525    1.8976
    2.9897    1.9393
    3.0270    2.0355
    3.0643    2.1775
    3.1015    2.3542
    3.1388    2.5529
    3.1761    2.7606
    3.2133    2.9649
    3.2506    3.1554
    3.2879    3.3252
    3.3586    2.8929
    3.4293    2.5526
    3.5000    2.3165
    3.5707    2.1629
    3.6414    2.0201
    3.7121    1.8619
    3.7828    1.7163
    3.8536    1.6022
    3.9243    1.5286
    3.9950    1.5029
    4.0657    1.5286
    4.1364    1.6022
    4.2071    1.7163
    4.2778    1.8619
    4.3485    2.0201
    4.4192    2.1629
    4.4900    2.3165
    4.5607    2.5526
    4.6314    2.8929
    4.7021    3.3252
    4.7728    3.8464
    4.8435    4.4619
    4.9142    5.1632
    4.9849    5.9174
    5.0556    6.6836
    5.1264    7.4344
    5.1971    8.1465
    5.2678    8.7662
    5.3385    9.2014
    5.4092    9.3594
    5.4645    9.2690
    5.5197    9.0088
    5.5750    8.6086
    5.6303    8.1084
    5.6856    7.5471
    5.7409    6.9548
    5.7961    6.3491
    5.8514    5.7386
    5.9067    5.1294
    5.9620    4.5304
    6.0172    3.9553
    6.0725    3.4210
    6.1278    2.9435
    6.1831    2.5362
    6.2384    2.2116
    6.2936    1.9875
    6.3489    1.8915
    6.4042    1.9458
    6.4595    2.1175
    6.5147    2.2592
    6.5700    2.1969
    6.6253    1.9846
    6.6806    1.7327
    6.7358    1.4877
    6.7911    1.2671
    6.8464    1.0786
    6.9017    0.9268
    6.9570    0.8153
    7.0122    0.7469
    7.0675    0.7239

    0.0000    9.3594
