181 cartesian
  -0.3000000   0.3000000   0.0000000   1.0
  -0.2750000   0.2750000   0.0000000   1.0
  -0.2500000   0.2500000   0.0000000   1.0
  -0.2250000   0.2250000   0.0000000   1.0
  -0.2000000   0.2000000   0.0000000   1.0
  -0.1750000   0.1750000   0.0000000   1.0
  -0.1500000   0.1500000   0.0000000   1.0
  -0.1250000   0.1250000   0.0000000   1.0
  -0.1000000   0.1000000   0.0000000   1.0
  -0.0750000   0.0750000   0.0000000   1.0
  -0.0500000   0.0500000   0.0000000   1.0
  -0.0250000   0.0250000   0.0000000   1.0
   0.0000000   0.0000000   0.0000000   1.0
  -0.0166667   0.0166667   0.0166667   1.0
  -0.0333333   0.0333333   0.0333333   1.0
  -0.0500000   0.0500000   0.0500000   1.0
  -0.0666667   0.0666667   0.0666667   1.0
  -0.0833333   0.0833333   0.0833333   1.0
  -0.1000000   0.1000000   0.1000000   1.0
  -0.1166667   0.1166667   0.1166667   1.0
  -0.1333333   0.1333333   0.1333333   1.0
  -0.1500000   0.1500000   0.1500000   1.0
  -0.1666667   0.1666667   0.1666667   1.0
  -0.1833333   0.1833333   0.1833333   1.0
  -0.2000000   0.2000000   0.2000000   1.0
  -0.2166667   0.2166667   0.2166667   1.0
  -0.2333333   0.2333333   0.2333333   1.0
  -0.2500000   0.2500000   0.2500000   1.0
  -0.2666667   0.2666667   0.2666667   1.0
  -0.2833333   0.2833333   0.2833333   1.0
  -0.3000000   0.3000000   0.3000000   1.0
  -0.3166667   0.3166667   0.3166667   1.0
  -0.3333333   0.3333333   0.3333333   1.0
  -0.3500000   0.3500000   0.3500000   1.0
  -0.3666667   0.3666667   0.3666667   1.0
  -0.3833333   0.3833333   0.3833333   1.0
  -0.4000000   0.4000000   0.4000000   1.0
  -0.4166667   0.4166667   0.4166667   1.0
  -0.4333333   0.4333333   0.4333333   1.0
  -0.4500000   0.4500000   0.4500000   1.0
  -0.4666667   0.4666667   0.4666667   1.0
  -0.4833333   0.4833333   0.4833333   1.0
  -0.5000000   0.5000000   0.5000000   1.0
